usuario_id,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,score_crediticio,Alimentación,Ocio,Otros,Salud,Transporte,Vivienda,Educación,Servicios,gasto_total,ratio_gasto_ingreso,perfil_financiero,recomendaciones
user_0152,2903.58,0.0,Alta,591,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0024108169914381556,Saludable,['Mantener los hábitos financieros actuales']
user_0153,451.24,1.0,Alta,361,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0066483467777679285,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0154,1707.38,0.0,Alta,612,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.015813702866380067,Saludable,['Mantener los hábitos financieros actuales']
user_0155,480.13,0.0,Alta,625,0.0,0.0,53.0,12.0,2.0,0.0,0.0,0.0,67.0,0.13954553974965114,Saludable,['Mantener los hábitos financieros actuales']
user_0156,6233.59,0.0,Alta,797,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.00032084240381545785,Saludable,['Mantener los hábitos financieros actuales']
user_0157,3804.65,0.52,Alta,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0158,2862.13,0.0,Alta,834,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0024457309765803788,Saludable,['Mantener los hábitos financieros actuales']
user_0159,6767.97,0.03,Alta,405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0001477547920572934,Saludable,['Mantener los hábitos financieros actuales']
user_0160,5944.38,0.0,Alta,682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0161,6722.04,0.0,Alta,469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0162,2545.67,0.0,Alta,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0163,4745.09,0.0,Alta,455,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0004214883173975625,Saludable,['Mantener los hábitos financieros actuales']
user_0164,5326.14,0.08,Alta,404,6.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,41.0,0.007697882519047565,Saludable,['Mantener los hábitos financieros actuales']
user_0165,2344.64,0.0,Alta,741,3.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,40.0,0.017060188344479324,Saludable,['Mantener los hábitos financieros actuales']
user_0166,3928.57,0.0,Alta,741,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.003818183206612075,Saludable,['Mantener los hábitos financieros actuales']
user_0167,2092.59,0.0,Alta,452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0168,770.93,0.0,Alta,480,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.006485673148016033,Saludable,['Mantener los hábitos financieros actuales']
user_0169,1564.84,0.21,Alta,565,0.0,8.0,1172.0,0.0,1.0,0.0,0.0,0.0,1181.0,0.754709746683367,Saludable,['Mantener los hábitos financieros actuales']
user_0170,4360.8,0.0,Alta,338,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0034397358282883873,Saludable,['Mantener los hábitos financieros actuales']
user_0171,7506.95,1.0,Alta,426,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0019981483824988845,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0172,3670.83,0.0,Alta,660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0173,4226.04,0.0,Alta,630,0.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,0.006388959877331971,Saludable,['Mantener los hábitos financieros actuales']
user_0174,3023.56,1.0,Alta,790,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0036380954900845364,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0175,1571.19,0.0,Alta,794,2.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,26.0,0.01654796682769111,Saludable,['Mantener los hábitos financieros actuales']
user_0176,9270.7,1.0,Alta,626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00010786671988091513,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0177,2735.97,1.0,Alta,603,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00036550108371071323,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0178,4699.0,0.0,Alta,472,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0029793573100659713,Saludable,['Mantener los hábitos financieros actuales']
user_0179,5673.66,0.3,Alta,673,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0022912899257269558,Saludable,['Mantener los hábitos financieros actuales']
user_0180,7635.24,0.0,Alta,647,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0009168015674687371,Saludable,['Mantener los hábitos financieros actuales']
user_0181,7400.5,0.03,Alta,772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0182,2971.44,0.0,Alta,729,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.001009611501494225,Saludable,['Mantener los hábitos financieros actuales']
user_0183,4174.7,0.0,Alta,709,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00023953817040745445,Saludable,['Mantener los hábitos financieros actuales']
user_0184,3284.94,0.0,Alta,839,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,24.0,0.007306069517251456,Saludable,['Mantener los hábitos financieros actuales']
user_0185,4480.01,1.0,Alta,767,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.001116068937346122,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0186,3644.06,0.0,Alta,326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00027441919178059637,Saludable,['Mantener los hábitos financieros actuales']
user_0187,2301.83,0.47,Alta,729,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.009992049803851719,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0188,5611.61,0.0,Alta,543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0189,7390.33,0.0,Alta,333,5.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,20.0,0.00270623909893063,Saludable,['Mantener los hábitos financieros actuales']
user_0190,5084.89,0.58,Alta,434,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,0.00137662761632995,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0191,4045.21,0.0,Alta,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0192,572.72,1.0,Alta,423,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.01746053918144992,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0193,5110.3,0.39,Alta,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0194,4073.17,0.0,Alta,609,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.002209581235254114,Saludable,['Mantener los hábitos financieros actuales']
user_0195,4176.54,0.0,Alta,648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00023943264041527198,Saludable,['Mantener los hábitos financieros actuales']
user_0196,5153.53,0.0,Alta,387,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,23.0,0.00446296033980592,Saludable,['Mantener los hábitos financieros actuales']
user_0197,5047.91,1.0,Alta,620,22.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0,44.0,0.008716478701086192,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0198,2443.91,1.0,Alta,345,0.0,0.0,29.0,0.0,6.0,0.0,0.0,0.0,35.0,0.014321312977973821,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0199,460.42,0.0,Alta,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0200,4718.89,0.03,Alta,511,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0006357427276329814,Saludable,['Mantener los hábitos financieros actuales']
user_0201,4298.17,0.0,Alta,398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00023265715409115972,Saludable,['Mantener los hábitos financieros actuales']
user_0202,4758.55,0.0,Alta,471,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0025217765916087883,Saludable,['Mantener los hábitos financieros actuales']
user_0203,5249.24,0.74,Alta,475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0204,4213.74,1.0,Alta,761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0205,2631.88,0.0,Alta,618,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.020897609313494537,Saludable,['Mantener los hábitos financieros actuales']
user_0206,8622.81,0.1,Alta,768,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0006958288539350862,Saludable,['Mantener los hábitos financieros actuales']
user_0207,3059.04,0.0,Alta,300,0.0,0.0,60.0,0.0,2.0,0.0,0.0,0.0,62.0,0.02026779643286783,Saludable,['Mantener los hábitos financieros actuales']
user_0208,3996.99,0.0,Alta,838,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0002501882666706697,Saludable,['Mantener los hábitos financieros actuales']
user_0209,3524.3,1.0,Alta,499,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0014187214482308543,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0210,2959.51,0.0,Alta,454,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0016894688647782908,Saludable,['Mantener los hábitos financieros actuales']
user_0211,2642.71,0.0,Alta,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0212,454.56,0.0,Alta,758,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.026399155227032733,Saludable,['Mantener los hábitos financieros actuales']
user_0213,3683.03,0.0,Alta,452,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.004887280309962177,Saludable,['Mantener los hábitos financieros actuales']
user_0214,5376.37,0.22,Alta,747,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.00464997758710803,Saludable,['Mantener los hábitos financieros actuales']
user_0215,6185.78,0.0,Alta,415,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00016166110013611864,Saludable,['Mantener los hábitos financieros actuales']
user_0216,3253.97,0.12,Alta,816,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0055317043488415695,Saludable,['Mantener los hábitos financieros actuales']
user_0217,5214.98,0.0,Alta,809,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0009587764478483139,Saludable,['Mantener los hábitos financieros actuales']
user_0218,2917.76,1.0,Alta,506,27.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,41.0,0.014051875411274402,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0219,8618.48,0.0,Alta,789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0220,3098.04,0.09,Alta,746,1.0,0.0,142.0,0.0,14.0,0.0,0.0,0.0,157.0,0.050677202360201935,Saludable,['Mantener los hábitos financieros actuales']
user_0221,3760.3,0.0,Alta,778,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.002659362284924075,Saludable,['Mantener los hábitos financieros actuales']
user_0222,2523.76,0.0,Alta,411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0223,2683.7,0.0,Alta,747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0224,3928.42,1.0,Alta,536,0.0,38.0,0.0,0.0,11.0,0.0,0.0,0.0,49.0,0.012473208058201516,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0225,6564.57,0.08,Alta,676,11.0,8.0,80.0,0.0,2.0,0.0,0.0,0.0,101.0,0.015385623125353222,Saludable,['Mantener los hábitos financieros actuales']
user_0226,5204.67,0.0,Alta,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0227,3133.6,0.26,Alta,544,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0028720959918304826,Saludable,['Mantener los hábitos financieros actuales']
user_0228,3502.16,0.15,Alta,794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0229,1550.77,0.0,Alta,411,11.0,0.0,104.0,0.0,13.0,0.0,0.0,0.0,128.0,0.0825396415974,Saludable,['Mantener los hábitos financieros actuales']
user_0230,4417.97,0.04,Alta,776,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0013580898014246361,Saludable,['Mantener los hábitos financieros actuales']
user_0231,4284.36,0.0,Alta,725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0232,3315.37,1.0,Alta,652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0233,1717.88,0.0,Alta,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0234,7896.06,1.0,Alta,803,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0008865180862354135,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0235,4217.91,0.0,Alta,735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0236,3837.62,0.0,Alta,428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00026057817084547196,Saludable,['Mantener los hábitos financieros actuales']
user_0237,1827.85,0.86,Alta,577,0.0,0.0,13.0,70.0,0.0,0.0,0.0,0.0,83.0,0.04540854008808163,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0238,5889.46,1.0,Alta,794,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,22.0,0.0037354867848665243,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0239,2773.15,0.0,Alta,641,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.004327209130411265,Saludable,['Mantener los hábitos financieros actuales']
user_0240,673.07,0.0,Alta,561,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.007428647837520614,Saludable,['Mantener los hábitos financieros actuales']
user_0241,6302.26,0.0,Alta,330,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000158673237854357,Saludable,['Mantener los hábitos financieros actuales']
user_0242,5494.62,0.0,Alta,364,0.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,65.0,0.011829753467937729,Saludable,['Mantener los hábitos financieros actuales']
user_0243,3368.81,0.0,Alta,554,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,20.0,0.005936814483452614,Saludable,['Mantener los hábitos financieros actuales']
user_0244,4034.17,0.0,Alta,555,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.003718236960762685,Saludable,['Mantener los hábitos financieros actuales']
user_0245,3052.12,1.0,Alta,538,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.001965846690169456,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0246,6843.26,1.0,Alta,404,6.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,30.0,0.004383875521315864,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0247,5544.1,0.16,Alta,702,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0001803719269132952,Saludable,['Mantener los hábitos financieros actuales']
user_0248,3636.91,0.0,Alta,486,13.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,31.0,0.008523719311173496,Saludable,['Mantener los hábitos financieros actuales']
user_0249,5843.89,0.0,Alta,472,0.0,0.0,34.0,0.0,5.0,0.0,0.0,0.0,39.0,0.0066736369096612016,Saludable,['Mantener los hábitos financieros actuales']
user_0250,3660.16,0.0,Alta,828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0251,978.71,0.0,Alta,386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0010217531240101767,Saludable,['Mantener los hábitos financieros actuales']
user_0252,509.76,1.0,Alta,335,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.003923414940364093,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0253,4298.34,0.31,Alta,794,0.0,11.0,119.0,0.0,0.0,0.0,0.0,0.0,130.0,0.030244233820498144,Saludable,['Mantener los hábitos financieros actuales']
user_0254,4711.92,0.0,Alta,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0255,3423.55,0.0,Alta,447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0256,5186.39,1.0,Alta,362,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.003663434489114779,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0257,2530.91,0.0,Alta,319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0258,5666.33,0.21,Alta,513,6.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,48.0,0.008471091517790175,Saludable,['Mantener los hábitos financieros actuales']
user_0259,4512.94,0.59,Alta,538,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0006647551263699496,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0260,3615.14,0.0,Alta,300,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.000553228920595053,Saludable,['Mantener los hábitos financieros actuales']
user_0261,4325.16,1.0,Alta,462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0262,2781.26,1.0,Alta,726,3.0,39.0,0.0,0.0,2.0,0.0,0.0,0.0,44.0,0.015820167837598785,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0263,4556.74,0.0,Alta,451,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,24.0,0.005266923282873283,Saludable,['Mantener los hábitos financieros actuales']
user_0264,488.38,0.0,Alta,770,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.002047585896228347,Saludable,['Mantener los hábitos financieros actuales']
user_0265,3152.81,0.0,Alta,342,14.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,85.0,0.026960076883795727,Saludable,['Mantener los hábitos financieros actuales']
user_0266,486.91,0.0,Alta,495,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0020537676367295803,Saludable,['Mantener los hábitos financieros actuales']
user_0267,4426.42,0.05,Alta,412,0.0,0.0,17.0,0.0,16.0,0.0,0.0,0.0,33.0,0.0074552347043434644,Saludable,['Mantener los hábitos financieros actuales']
user_0268,3453.15,0.29,Alta,815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0269,5230.62,0.0,Alta,712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0270,2873.77,0.0,Alta,546,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0048716494361065775,Saludable,['Mantener los hábitos financieros actuales']
user_0271,4268.34,0.21,Alta,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0272,1908.54,0.9,Alta,568,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0057635679629454975,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0273,6023.87,0.0,Alta,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0274,2623.47,0.0,Alta,400,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0007623491025245191,Saludable,['Mantener los hábitos financieros actuales']
user_0275,4640.53,1.0,Alta,720,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0,0.009266182957550108,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0276,1244.34,1.0,Alta,554,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.003214555507337223,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0277,5145.48,0.0,Alta,499,4.0,35.0,64.0,0.0,19.0,0.0,0.0,0.0,122.0,0.02371013005589372,Saludable,['Mantener los hábitos financieros actuales']
user_0278,2222.85,1.0,Alta,446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0279,6532.34,0.0,Alta,310,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.004898703986626538,Saludable,['Mantener los hábitos financieros actuales']
user_0280,4290.74,1.0,Alta,512,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00023306003160294028,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0281,2586.66,1.0,Alta,786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0282,6317.88,0.0,Alta,804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0283,4536.58,0.0,Alta,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0284,5462.58,0.12,Alta,535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0285,2598.28,0.0,Alta,486,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0007697399818341363,Saludable,['Mantener los hábitos financieros actuales']
user_0286,1542.68,0.0,Alta,624,4.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,24.0,0.015557341768869758,Saludable,['Mantener los hábitos financieros actuales']
user_0287,2568.87,0.14,Alta,674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0288,754.86,0.0,Alta,472,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0013247489600720663,Saludable,['Mantener los hábitos financieros actuales']
user_0289,4092.05,1.0,Alta,836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0290,5470.17,0.8,Alta,705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0001828096750192407,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0291,5813.49,0.0,Alta,737,0.0,0.0,7.0,0.0,17.0,0.0,0.0,0.0,24.0,0.004128329110396681,Saludable,['Mantener los hábitos financieros actuales']
user_0292,7074.77,0.03,Alta,531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0293,5034.37,0.0,Alta,530,0.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,31.0,0.006157672161561427,Saludable,['Mantener los hábitos financieros actuales']
user_0294,5223.26,1.0,Alta,517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019145131584489378,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0295,2350.29,1.0,Alta,571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0296,2298.02,0.0,Alta,721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0297,4041.11,0.0,Alta,595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00024745676311706434,Saludable,['Mantener los hábitos financieros actuales']
user_0298,7385.5,0.0,Alta,814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0299,4472.44,0.0,Alta,795,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,13.0,0.002906690754934667,Saludable,['Mantener los hábitos financieros actuales']
user_0300,1432.28,0.74,Alta,768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0006981875052364063,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0301,2875.66,1.0,Alta,556,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,20.0,0.006954925130230973,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0302,4968.82,0.0,Alta,626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00020125502634428297,Saludable,['Mantener los hábitos financieros actuales']
user_0303,792.16,0.0,Alta,694,10.0,0.0,210.0,0.0,17.0,0.0,0.0,0.0,237.0,0.29918198343768937,Saludable,['Mantener los hábitos financieros actuales']
user_0304,4859.34,0.0,Alta,773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0305,7017.53,0.0,Alta,705,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0011400022515044468,Saludable,['Mantener los hábitos financieros actuales']
user_0306,4367.71,0.0,Alta,448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00022895292956721027,Saludable,['Mantener los hábitos financieros actuales']
